[[ 0.]];4;2;12;2.0
[[  8.22387426e-17]];4;1;12;2.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;11;2.0
[[ 0.]];4;2;13;3.0
[[ 0.]];4;1;9;2.0
[[ 0.56666667]];4;2;10;3.0
[[ 0.]];4;1;9;1.66666666667
[[  7.40148683e-17]];4;2;9;2.0
[[  8.22387426e-17]];4;1;9;3.0
[[ 0.14814815]];4;1;9;1.66666666667
[[ 0.]];4;1;11;1.66666666667
[[ 0.]];4;2;13;2.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.26666667]];4;2;10;2.0
[[ 0.14814815]];4;1;9;1.66666666667
[[ 0.2962963]];4;2;9;2.0
[[  2.46716228e-16]];4;1;9;2.0
[[ 0.14814815]];4;1;9;1.66666666667
[[ 0.]];4;2;13;2.0
[[  3.33066907e-16]];4;2;10;2.0
[[  3.33066907e-16]];4;2;9;2.0
[[ 0.2962963]];4;2;9;2.0
[[ 0.]];4;1;10;2.0
[[ 0.]];4;2;11;3.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;11;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.]];4;1;10;3.0
[[ 0.]];4;2;11;4.0
[[  1.23358114e-16]];4;2;12;5.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[  1.23358114e-16]];4;2;12;4.0
[[ 0.]];4;1;11;2.0
[[  1.23358114e-16]];4;2;12;4.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[  1.23358114e-16]];4;2;12;5.0
[[  1.23358114e-16]];4;2;12;4.0
[[  1.23358114e-16]];4;2;12;4.0
[[ 0.]];4;1;10;3.0
[[ 0.83333333]];4;2;12;5.0
[[ 0.]];4;1;10;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.58333333]];4;2;12;4.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;1;10;3.0
[[ 0.]];4;2;11;4.0
[[ 0.]];4;1;10;2.0
[[ 0.]];4;2;11;3.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.]];4;1;11;2.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;0;8;2.0
[[ 0.62962963]];4;1;8;3.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.]];4;1;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[  5.67447324e-16]];4;1;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.]];4;0;8;1.66666666667
[[ 0.2962963]];4;1;8;2.0
[[ 0.]];4;0;10;4.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;6;1.66666666667
[[  9.25185854e-17]];4;2;7;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;0;7;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.]];4;0;6;1.66666666667
[[  9.25185854e-17]];4;1;7;2.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;2;15;6.0
[[  9.25185854e-17]];4;2;7;3.0
[[ 0.]];4;2;8;4.0
[[  9.25185854e-17]];4;2;7;2.0
[[ 0.]];4;2;8;4.0
[[  9.25185854e-17]];4;1;7;2.0
[[ 0.]];4;0;10;4.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;6;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;8;4.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;6;1.66666666667
[[ 0.]];4;0;10;4.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;0;8;2.0
[[ 0.62962963]];4;1;8;3.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.2962963]];4;1;8;2.0
[[  5.67447324e-16]];4;1;8;2.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.]];4;1;9;3.0
[[ 0.86666667]];4;2;10;4.0
[[ 0.83333333]];4;2;12;5.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;2;9;2.0
[[ 0.77777778]];4;2;9;4.0
[[ 0.]];4;1;9;2.0
[[ 0.77777778]];4;2;9;4.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.55555556]];4;0;9;4.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.2962963]];4;2;9;2.0
[[ 0.]];4;0;11;4.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.44444444]];4;2;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;1;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.22222222]];4;0;6;1.66666666667
[[ 0.44444444]];4;1;6;2.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;2;12;5.0
[[ 0.44444444]];4;2;4;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.44444444]];4;2;5;2.0
[[ 0.]];4;0;11;4.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;7;3.0
[[ 0.83333333]];4;2;12;5.0
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;6;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.22222222]];4;0;6;1.66666666667
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;1;9;3.0
[[ 0.86666667]];4;2;10;4.0
[[ 0.14814815]];4;1;9;1.66666666667
[[ 0.2962963]];4;2;9;2.0
[[  4.44089210e-16]];4;1;9;2.0
[[ 0.14814815]];4;1;9;1.66666666667
[[ 0.]];4;1;9;3.0
[[ 0.]];4;2;10;4.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;2;9;3.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;0;9;4.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;2;9;2.0
[[ 0.]];4;0;11;4.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;2;6;3.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.]];4;0;6;1.66666666667
[[ 0.]];4;1;6;2.0
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;7;3.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;2;12;5.0
[[ 0.44444444]];4;1;2;2.0
[[ 0.77777778]];4;2;3;4.0
[[ 0.]];4;1;4;1.66666666667
[[ 0.]];4;1;7;1.66666666667
[[ 0.44444444]];4;2;5;2.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;2;6;3.0
[[ 0.]];4;2;9;4.0
[[ 0.44444444]];4;2;5;2.0
[[ 0.]];4;0;11;4.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;7;3.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;2;8;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;0;6;1.66666666667
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;1;9;3.0
[[ 0.]];4;2;10;4.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;2;9;3.0
[[ 0.2962963]];4;1;9;2.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;10;4.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;1;9;4.0
[[ 0.44444444]];4;1;4;2.0
[[ 0.44444444]];4;1;5;2.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;1;10;4.0
[[ 0.]];4;1;9;3.0
[[ 0.2962963]];4;1;9;2.0
[[ 0.]];4;0;8;3.0
[[ 0.83333333]];4;2;12;5.0
[[ 0.]];4;0;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.77777778]];4;2;8;4.0
[[  3.20923843e-16]];4;2;8;4.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.]];4;0;11;4.0
[[ 0.]];4;2;15;6.0
[[ 0.72222222]];4;1;6;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;6;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.22222222]];4;0;6;1.66666666667
[[ 0.]];4;0;11;4.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;7;3.0
[[ 0.]];4;2;12;5.0
[[ 0.44444444]];4;1;4;1.66666666667
[[ 0.77777778]];4;2;6;4.0
[[ 0.77777778]];4;2;2;4.0
[[ 0.44444444]];4;0;6;1.66666666667
[[ 0.]];4;2;15;6.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;2;8;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;0;10;4.0
[[ 0.]];4;0;8;3.0
[[ 0.48148148]];4;0;8;2.0
[[ 0.14814815]];4;0;8;1.66666666667
[[ 0.]];4;1;9;3.0
[[ 0.86666667]];4;2;9;4.0
[[ 0.]];4;1;9;2.0
[[ 0.62962963]];4;2;9;3.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;2;9;2.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.72222222]];4;1;8;2.0
[[ 0.80952381]];4;2;7;3.0
[[ 0.]];4;1;8;1.66666666667
[[ 0.44444444]];4;2;7;2.0
[[ 0.]];4;1;7;2.0
[[ 0.22222222]];4;1;7;1.66666666667
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;1;7;3.0
[[ 0.]];4;2;9;4.0
[[ 0.33333333]];4;1;8;1.66666666667
[[ 0.44444444]];4;2;7;2.0
[[ 0.44444444]];4;1;7;2.0
[[ 0.33333333]];4;1;7;1.66666666667
[[ 0.]];4;2;13;5.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;2;7;3.0
[[ 0.44444444]];4;2;7;2.0
[[ 0.]];4;1;11;4.0
[[ 0.]];4;1;7;3.0
[[ 0.72222222]];4;1;8;2.0
[[ 0.22222222]];4;1;8;1.66666666667
[[ 0.]];4;1;9;2.0
[[ 0.]];4;2;10;6.0
[[ 1.83333333]];4;3;11;9.0
[[ 0.]];4;2;11;2.0
[[ 0.58333333]];4;3;12;4.0
[[  4.93528829e-16]];4;3;12;4.0
[[ 0.]];4;1;10;3.0
[[ 0.]];4;2;12;4.0
[[  1.23358114e-16]];4;3;15;6.0
[[ 0.]];4;2;11;2.0
[[  1.23358114e-16]];4;3;12;4.0
[[  1.23165367e-16]];4;3;12;4.0
[[ 0.]];4;2;12;4.0
[[  1.23358114e-16]];4;3;15;5.0
[[ 0.]];4;2;10;3.0
[[  1.23358114e-16]];4;3;11;4.0
[[ 0.]];4;2;11;2.0
[[  1.23358114e-16]];4;3;12;4.0
[[  1.23358114e-16]];4;3;12;4.0
[[ 0.]];4;1;10;3.0
[[  1.23358114e-16]];4;3;15;5.0
[[ 0.]];4;1;9;2.0
[[ 0.58333333]];4;3;11;4.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.58333333]];4;3;12;4.0
[[ 0.58333333]];4;3;12;4.0
[[ 0.]];4;1;10;3.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;2;10;3.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.]];4;2;11;2.0
[[ 0.]];4;0;8;2.0
[[ 1.62962963]];4;1;8;6.0
[[ 1.83333333]];4;2;12;9.0
[[  2.46764414e-16]];4;1;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[  4.93528829e-16]];4;2;8;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;1;15;5.0
[[ 0.]];4;2;17;6.0
[[ 0.]];4;2;7;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;15;5.0
[[ 0.]];4;2;17;6.0
[[  9.25185854e-17]];4;2;8;3.0
[[ 0.]];4;2;12;4.0
[[  9.25185854e-17]];4;2;7;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;2;17;6.0
[[ 0.]];4;1;6;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;8;4.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;11;4.0
[[ 0.]];4;1;14;5.0
[[ 0.]];4;0;8;2.0
[[ 0.62962963]];4;1;8;3.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.2962963]];4;1;8;2.0
[[  2.46764414e-16]];4;1;8;2.0
[[ 0.]];4;1;9;3.0
[[ 0.72222222]];4;2;12;4.0
[[ 0.72222222]];4;3;15;6.0
[[  3.33066907e-16]];4;2;9;2.0
[[ 0.77777778]];4;3;9;4.0
[[  2.36833123e-15]];4;3;9;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;1;15;5.0
[[ 0.]];4;2;17;6.0
[[ 0.44444444]];4;2;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;3;18;6.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;2;15;5.0
[[ 0.44444444]];4;2;6;2.0
[[ 0.]];4;3;9;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;2;17;6.0
[[ 0.]];4;1;8;3.0
[[ 0.]];4;2;15;5.0
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;8;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;1;9;3.0
[[ 0.72222222]];4;2;12;4.0
[[ 0.14814815]];4;1;9;1.66666666667
[[ 0.2962963]];4;2;9;2.0
[[ 0.2962963]];4;2;9;2.0
[[ 0.]];4;1;9;3.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;3;15;6.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;2;9;6.0
[[ 0.]];4;3;12;9.0
[[ 0.]];4;2;9;2.0
[[ 0.]];4;3;9;4.0
[[ 0.]];4;3;9;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;1;15;5.0
[[ 0.]];4;2;17;6.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;2;8;6.0
[[ 0.]];4;2;12;9.0
[[ 0.]];4;2;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;3;18;6.0
[[ 0.]];4;1;9;3.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;2;15;6.0
[[ 0.44444444]];4;2;3;2.0
[[ 0.77777778]];4;3;6;4.0
[[ 0.77777778]];4;2;3;4.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;3;18;6.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;2;9;3.0
[[ 0.]];4;3;12;4.0
[[ 0.77777778]];4;2;3;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;2;17;6.0
[[ 0.]];4;1;8;3.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;2;12;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;1;9;3.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;2;9;3.0
[[ 0.2962963]];4;2;9;2.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;1;9;3.0
[[ 0.]];4;0;15;5.0
[[ 0.]];4;1;8;3.0
[[ 0.]];4;0;6;2.0
[[ 0.]];4;0;15;5.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;1;15;5.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;1;9;3.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;0;8;3.0
[[ 0.]];4;2;14;5.0
[[ 0.]];4;0;8;2.0
[[ 0.58333333]];4;2;11;4.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.77777778]];4;2;8;4.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;2;18;6.0
[[ 0.72222222]];4;1;6;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;8;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;2;18;6.0
[[ 0.]];4;1;8;3.0
[[ 0.]];4;2;15;5.0
[[ 0.44444444]];4;1;4;1.66666666667
[[ 0.]];4;2;8;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.]];4;2;18;6.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;0;12;4.0
[[ 0.]];4;0;8;3.0
[[ 0.48148148]];4;0;8;2.0
[[ 0.14814815]];4;0;8;1.66666666667
[[ 0.]];4;1;9;3.0
[[ 0.72222222]];4;2;12;4.0
[[ 0.]];4;1;9;2.0
[[ 0.62962963]];4;2;9;3.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.2962963]];4;2;9;2.0
[[  3.33066907e-16]];4;2;9;2.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;2;15;5.0
[[ 0.72222222]];4;1;8;2.0
[[ 0.62962963]];4;2;9;3.0
[[ 0.22222222]];4;1;8;1.66666666667
[[ 0.44444444]];4;2;7;2.0
[[ 0.44444444]];4;2;6;2.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;1;9;3.0
[[ 0.]];4;2;12;4.0
[[ 0.33333333]];4;1;8;1.66666666667
[[ 0.44444444]];4;2;7;2.0
[[ 0.44444444]];4;2;6;2.0
[[ 0.]];4;2;15;5.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;2;9;3.0
[[ 0.44444444]];4;2;7;2.0
[[ 0.]];4;1;12;4.0
[[ 0.]];4;1;9;3.0
[[ 0.72222222]];4;1;8;2.0
[[ 0.22222222]];4;1;8;1.66666666667
[[ 0.]];4;1;10;3.0
[[ 0.]];4;2;11;4.0
[[  1.35693925e-16]];4;2;12;5.0
[[  1.35693925e-16]];4;2;12;5.0
[[ 0.]];4;1;10;3.0
[[ 0.83333333]];4;2;12;5.0
[[ 0.]];4;1;10;3.0
[[ 0.]];4;2;11;4.0
[[ 0.]];4;1;10;2.0
[[ 0.]];4;2;11;3.0
[[ 0.58333333]];4;2;12;4.0
[[  1.72701359e-16]];4;2;12;4.0
[[ 0.]];4;1;10;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;10;2.0
[[ 0.]];4;2;11;3.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;2;12;4.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.]];4;1;11;2.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;11;2.0
[[ 0.]];4;2;12;4.0
[[ 0.58333333]];4;2;12;4.0
[[ 0.]];4;1;11;2.0
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;2;11;2.0
[[ 0.]];4;1;10;1.66666666667
[[ 0.]];4;0;10;4.0
[[ 0.]];4;1;13;5.0
[[  1.23358114e-16]];4;2;15;6.0
[[ 0.]];4;1;13;5.0
[[  1.23358114e-16]];4;2;15;6.0
[[ 0.]];4;0;10;4.0
[[  1.23358114e-16]];4;2;14;6.0
[[ 0.]];4;0;11;4.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;0;8;2.0
[[ 0.62962963]];4;1;8;3.0
[[ 0.77777778]];4;2;8;4.0
[[  9.25185854e-17]];4;2;7;3.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;6;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;8;2.0
[[ 0.62962963]];4;1;8;3.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.]];4;1;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.]];4;2;7;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;2;7;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.2962963]];4;1;8;2.0
[[  5.39691748e-17]];4;0;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;0;7;2.0
[[ 0.]];4;2;8;4.0
[[ 0.77777778]];4;2;8;4.0
[[  5.39691748e-17]];4;0;8;2.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.77777778]];4;0;8;4.0
[[ 0.]];4;1;6;1.66666666667
[[  2.59052039e-16]];4;0;8;4.0
[[  2.59052039e-16]];4;0;8;4.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.]];4;0;8;1.66666666667
[[ 0.2962963]];4;1;8;2.0
[[ 0.]];4;0;6;1.66666666667
[[  3.96508223e-17]];4;1;7;2.0
[[  3.96508223e-17]];4;1;7;2.0
[[ 0.]];4;0;6;1.66666666667
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[  1.23358114e-16]];4;2;15;6.0
[[ 0.]];4;2;13;5.0
[[  1.23358114e-16]];4;2;15;6.0
[[ 0.]];4;1;11;4.0
[[  1.23358114e-16]];4;2;15;6.0
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;0;8;3.0
[[ 0.67407407]];4;1;9;4.0
[[ 0.83333333]];4;2;12;5.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;1;7;3.0
[[ 0.83333333]];4;2;12;5.0
[[ 0.]];4;0;8;3.0
[[ 0.86666667]];4;1;9;4.0
[[ 0.]];4;1;8;1.66666666667
[[ 0.]];4;2;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.44444444]];4;2;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.44444444]];4;2;4;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.77777778]];4;2;6;4.0
[[ 0.14814815]];4;1;8;1.66666666667
[[ 0.2962963]];4;2;8;2.0
[[ 0.]];4;0;8;2.0
[[ 0.77777778]];4;2;8;4.0
[[ 0.]];4;1;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.77777778]];4;2;6;4.0
[[  4.44089210e-16]];4;0;8;2.0
[[ 0.]];4;0;8;1.66666666667
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.14814815]];4;0;8;1.66666666667
[[ 0.]];4;1;9;1.66666666667
[[ 0.2962963]];4;2;9;2.0
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.44444444]];4;2;6;2.0
[[ 0.44444444]];4;2;5;2.0
[[ 0.22222222]];4;1;6;1.66666666667
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;15;6.0
[[ 0.]];4;1;11;4.0
[[ 0.]];4;2;13;5.0
[[ 0.]];4;0;8;3.0
[[ 0.]];4;1;9;4.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;1;7;3.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;1;7;3.0
[[ 0.]];4;2;12;5.0
[[ 0.]];4;0;8;3.0
[[ 0.]];4;1;9;4.0
[[ 0.]];4;1;8;2.0
[[ 0.]];4;2;8;3.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;2;6;3.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;2;6;3.0
[[ 0.]];4;2;9;4.0
[[ 0.]];4;1;6;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;8;2.0
[[ 0.]];4;2;8;3.0
[[ 0.]];4;0;8;2.0
[[ 0.]];4;2;8;4.0
[[ 0.]];4;1;6;2.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.44444444]];4;1;2;2.0
[[ 0.77777778]];4;2;3;4.0
[[ 0.77777778]];4;2;6;4.0
[[ 0.2962963]];4;0;8;2.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.]];4;1;4;1.66666666667
[[ 0.]];4;0;8;1.66666666667
[[ 0.]];4;1;9;1.66666666667
[[ 0.]];4;2;9;2.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.]];4;2;6;2.0
[[ 0.]];4;1;7;1.66666666667
[[ 0.44444444]];4;2;5;2.0
[[ 0.44444444]];4;2;5;2.0
[[ 0.]];4;1;6;1.66666666667
[[ 0.]];4;1;13;5.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;1;13;5.0
[[ 0.]];4;1;9;4.0
[[ 0.]];4;1;9;4.0
[[ 0.]];4;1;9;4.0
[[ 0.]];4;1;8;3.0
[[ 0.]];4;1;6;2.0
[[ 0.44444444]];4;1;4;2.0
[[ 0.2962963]];4;0;8;2.0
[[ 0.]];4;1;9;2.0
[[ 0.]];4;1;6;2.0
[[ 0.44444444]];4;1;5;2.0
[[ 0.]];4;0;11;4.0
[[  5.28677631e-17]];4;2;15;6.0
[[ 0.]];4;0;11;4.0
